time,ppfd,co2,pa_f,PMod_A0_daily_total,PMod_sub_A0_daily_total,pre,soilm_stress,PMod_sub_A0_daily_total_penalised,growing_day,growing_day_filtered,annual_lai_max,annual_fapar_max,Ls_daily,Ls_daily_lagged
2006-09-26,268.2368,416.7549,97026.56,8.77428,9.87108,0.7166666,0.3936607,3.885856,True,True,3.16359,0.7943943,0.6579403,1.413526
2006-09-27,51.52237,423.8667,97210.29,1.945713,2.989113,0.7166666,0.3881213,1.160138,True,True,3.16359,0.7943943,1.110223e-16,1.319291
2006-09-28,246.4368,420.6566,97059.73,8.406018,8.837503,0.7166666,0.3830766,3.385441,True,True,3.16359,0.7943943,0.08881167,1.237259
2006-09-29,279.8685,442.4691,97039.69,9.216276,9.711975,0.7166666,0.3785015,3.675997,True,True,3.16359,0.7943943,0.425381,1.183134
2006-09-30,247.173,443.1702,97040.29,8.099975,9.285345,0.7166666,0.3743721,3.476174,True,True,3.16359,0.7943943,0.1958736,1.117317
2006-10-01,184.5409,424.9178,97024.79,6.427709,7.469326,1.674194,0.3817809,2.851646,True,True,3.16359,0.7943943,1.554312e-15,1.042829
2006-10-02,94.73106,414.3053,96810.5,3.281334,4.780365,1.674194,0.3892389,1.860704,True,True,3.16359,0.7943943,0,0.9733068
2006-10-03,39.03315,420.0624,96087.71,1.45234,2.324754,1.674194,0.3967731,0.9223998,True,True,3.16359,0.7943943,0,0.9084197
2006-10-04,121.6852,400.7065,96471.94,4.301079,4.888899,1.674194,0.4044143,1.97714,True,True,3.16359,0.7943943,0,0.8478584
2006-10-05,93.16523,386.2319,97335.6,3.314382,4.196142,1.674194,0.4121982,1.729642,True,True,3.16359,0.7943943,0,0.7913345
2006-10-06,151.1372,380.3376,97188.15,5.277941,5.854818,1.674194,0.4201702,2.46002,True,True,3.16359,0.7943943,4.440892e-16,0.7385789
2006-10-07,115.6457,379.492,96884.52,4.025822,4.686016,1.674194,0.4284016,2.007497,True,True,3.16359,0.7943943,0,0.6893403
2006-10-08,277.2215,389.436,97869.4,9.286634,7.10468,1.674194,0.4369919,3.104687,True,True,3.16359,0.7943943,0,0.6433843
2006-10-09,263.9122,396.4599,97869.5,8.411368,7.616461,1.674194,0.4459404,3.396487,True,True,3.16359,0.7943943,0.1019466,0.6072884
2006-10-10,250.3047,400.7219,97882.48,8.381251,7.89981,1.674194,0.4552453,3.596351,True,True,3.16359,0.7943943,0.3348973,0.589129
2006-10-11,264.7747,416.7829,97454.69,8.928717,8.301788,1.674194,0.4649045,3.859539,True,True,3.16359,0.7943943,0.6292198,0.5918017
2006-10-12,252.6034,420.4717,97642.71,8.440378,8.22357,1.674194,0.4749159,3.905504,True,True,3.16359,0.7943943,0.6793025,0.5976351
2006-10-13,56.79394,416.6038,98437.46,2.099345,3.052856,1.674194,0.4852773,1.481482,True,True,3.16359,0.7943943,0,0.5577928
2006-10-14,119.0159,396.3698,98744.02,4.295458,5.056776,1.674194,0.4959864,2.508092,True,True,3.16359,0.7943943,4.440892e-16,0.5206066
2006-10-15,109.73,395.8783,98673.52,3.653302,4.160372,1.674194,0.5070407,2.109478,True,True,3.16359,0.7943943,0,0.4858995
2006-10-16,219.1583,407.8719,98377.44,7.561513,6.063906,1.674194,0.5184376,3.143757,True,True,3.16359,0.7943943,3.552714e-15,0.4535062
2006-10-17,291.8575,397.1101,97751.56,9.290497,7.062583,1.674194,0.5301745,3.744401,True,True,3.16359,0.7943943,0.5020917,0.4567452
2006-10-18,237.2937,381.1207,96957.54,7.728895,7.497738,1.674194,0.5422485,4.065637,True,True,3.16359,0.7943943,0.8509549,0.4830259
2006-10-19,211.7375,373.6766,96342.81,6.704902,7.349413,1.674194,0.5546568,4.076402,True,True,3.16359,0.7943943,0.8623423,0.5083136
2006-10-20,111.2766,386.6058,96103.85,3.812597,5.396337,1.674194,0.5673963,3.061862,True,True,3.16359,0.7943943,6.661338e-16,0.474426
2006-10-21,91.48333,379.2137,96265.21,3.1735,4.704066,1.674194,0.5772067,2.715219,True,True,3.16359,0.7943943,2.220446e-16,0.4427976
2006-10-22,217.5772,380.0715,96555.1,7.162737,7.268745,1.674194,0.5772067,4.195569,True,True,3.16359,0.7943943,0.9871853,0.4790902
2006-10-23,96.27797,378.4996,96052.19,3.305993,4.890971,1.674194,0.5772067,2.823102,True,True,3.16359,0.7943943,0,0.4471508
2006-10-24,140.7235,376.533,95818,4.607308,5.207206,1.674194,0.5772067,3.005635,True,True,3.16359,0.7943943,1.332268e-15,0.4173408
2006-10-25,238.1258,385.6424,97085,8.041074,7.13052,1.674194,0.5772067,4.115784,True,True,3.16359,0.7943943,0.9038453,0.4497744
2006-10-26,206.8446,380.3617,97036.46,6.583136,7.342386,1.674194,0.5772067,4.238074,True,True,3.16359,0.7943943,1.031191,0.4885355
2006-10-27,126.894,385.827,97520.46,4.313632,5.779003,1.674194,0.5772067,3.335679,True,True,3.16359,0.7943943,0.02928759,0.457919
2006-10-28,150.5097,389.857,97912.85,5.138435,4.709391,1.674194,0.5772067,2.718292,True,True,3.16359,0.7943943,0,0.4273911
2006-10-29,68.32632,380.6513,96970.46,2.453494,2.996382,1.674194,0.5772067,1.729532,True,True,3.16359,0.7943943,4.440892e-16,0.3988983
2006-10-30,153.9322,382.5951,97766.04,4.987111,4.925757,1.674194,0.5772067,2.84318,True,True,3.16359,0.7943943,1.776357e-15,0.3723051
2006-10-31,132.1316,384.0636,96536.52,4.43328,5.068638,1.674194,0.5772067,2.925652,True,True,3.16359,0.7943943,1.554312e-15,0.3474848
2006-11-01,111.8808,380.1729,96307.44,3.464456,3.516475,1.593333,0.5772067,2.029733,True,True,3.16359,0.7943943,0,0.3243191
2006-11-02,164.2247,387.2045,97709.46,4.172998,3.009653,1.593333,0.5772067,1.737192,False,False,3.16359,0.7943943,6.661338e-16,0.3026978
2006-11-03,147.489,388.3963,98114.27,3.871938,3.181617,1.593333,0.5772067,1.836451,False,False,3.16359,0.7943943,0,0.282518
2006-11-04,28.88504,389.3121,98074.46,0.8513226,1.306048,1.593333,0.5772067,0.75386,True,True,3.16359,0.7943943,0,0.2636834
2006-11-05,13.97676,390.4854,97489.71,0.4764188,0.760617,1.593333,0.5772067,0.4390332,True,True,3.16359,0.7943943,0,0.2461046
2006-11-06,63.73432,389.4192,97779.15,2.189329,2.944926,1.593333,0.5772067,1.699831,True,True,3.16359,0.7943943,2.220446e-16,0.2296976
2006-11-07,117.6398,392.8892,97892.12,3.890704,3.846442,1.593333,0.5772067,2.220192,True,True,3.16359,0.7943943,8.881784e-16,0.2143844
2006-11-08,122.0423,387.6281,97567.69,4.046641,4.790789,1.593333,0.5772067,2.765276,True,True,3.16359,0.7943943,1.554312e-15,0.2000921
2006-11-09,88.22524,378.7332,97535.96,2.942994,3.344973,1.593333,0.5772067,1.930741,True,True,3.16359,0.7943943,2.220446e-16,0.1867526
2006-11-10,84.81355,380.9167,98556.58,2.652868,2.835048,1.593333,0.5772067,1.636409,True,True,3.16359,0.7943943,0,0.1743025
2006-11-11,39.20421,381.895,97225.38,1.216147,1.844049,1.593333,0.5772067,1.064398,True,True,3.16359,0.7943943,0,0.1626823
2006-11-12,59.5006,374.7077,96308.25,1.850095,2.374584,1.593333,0.5772067,1.370626,True,True,3.16359,0.7943943,0,0.1518368
2006-11-13,41.12436,376.3379,96437.33,1.291711,1.829468,1.593333,0.5772067,1.055981,True,True,3.16359,0.7943943,0,0.1417144
2006-11-14,88.14632,378.0006,96663.81,3.021216,3.268657,1.593333,0.5772067,1.886691,True,True,3.16359,0.7943943,0,0.1322667
2006-11-15,149.7438,377.3878,97183.62,5.085041,5.02146,1.593333,0.5772067,2.89842,True,True,3.16359,0.7943943,6.661338e-16,0.123449
2006-11-16,163.189,380.0977,96873.17,5.296641,5.498078,1.593333,0.5772067,3.173528,True,True,3.16359,0.7943943,7.549517e-15,0.115219
2006-11-17,58.39802,398.1491,96916.12,1.975115,2.903381,1.593333,0.5772067,1.675851,True,True,3.16359,0.7943943,0,0.1075378
2006-11-18,83.79177,394.3323,97319.94,2.889997,3.567015,1.593333,0.5772067,2.058905,True,True,3.16359,0.7943943,0,0.1003686
2006-11-19,115.937,391.4844,97625.25,3.873743,3.641353,1.593333,0.5772067,2.101813,True,True,3.16359,0.7943943,0,0.09367733
2006-11-20,56.12661,377.0697,97331.73,1.724658,2.08596,1.593333,0.5772067,1.20403,True,True,3.16359,0.7943943,0,0.08743218
2006-11-21,34.77444,384.4934,96007.33,1.114546,1.647503,1.593333,0.5772067,0.9509501,True,True,3.16359,0.7943943,1.110223e-16,0.08160337
2006-11-22,70.66862,394.7177,95816.46,2.282341,2.708439,1.593333,0.5772067,1.563329,True,True,3.16359,0.7943943,3.330669e-16,0.07616314
2006-11-23,83.30506,377.8439,95886.88,2.550896,2.588683,1.593333,0.5772067,1.494205,True,True,3.16359,0.7943943,1.110223e-16,0.0710856
2006-11-24,109.051,384.7624,96423.56,3.7231,3.981993,1.593333,0.5772067,2.298433,True,True,3.16359,0.7943943,2.220446e-16,0.06634656
2006-11-25,73.68382,397.29,96735.5,2.511411,2.995551,1.593333,0.5772067,1.729052,True,True,3.16359,0.7943943,0,0.06192345
2006-11-26,101.2319,408.8264,97701.81,3.450175,3.966154,1.593333,0.5772067,2.289291,True,True,3.16359,0.7943943,0,0.05779522
2006-11-27,126.565,414.7166,98081.92,4.353629,4.102197,1.593333,0.5772067,2.367816,True,True,3.16359,0.7943943,0,0.05394221
2006-11-28,95.75798,406.9564,97955.02,3.241706,3.308404,1.593333,0.5772067,1.909633,True,True,3.16359,0.7943943,0,0.05034606
2006-11-29,33.43373,405.0061,98348.71,1.130186,1.599176,1.593333,0.5772067,0.9230553,True,True,3.16359,0.7943943,0,0.04698966
2006-11-30,123.0647,410.8485,99153.5,4.080451,3.224682,1.593333,0.5772067,1.861308,True,True,3.16359,0.7943943,2.220446e-16,0.04385701
2006-12-01,124.9732,398.3354,98521.35,4.135624,3.521278,1.451613,0.5772067,2.032505,True,True,3.16359,0.7943943,0,0.04093321
2006-12-02,123.944,394.0721,97797.02,3.956424,3.237524,1.451613,0.5772067,1.868721,True,True,3.16359,0.7943943,2.220446e-16,0.03820433
2006-12-03,98.99584,389.9928,97024.33,3.271903,3.344241,1.451613,0.5772067,1.930318,True,True,3.16359,0.7943943,0,0.03565738
2006-12-04,86.21605,383.937,96314.88,2.842239,3.124486,1.451613,0.5772067,1.803475,True,True,3.16359,0.7943943,0,0.03328022
2006-12-05,85.87418,382.4475,96368.31,3.018435,3.618102,1.451613,0.5772067,2.088393,True,True,3.16359,0.7943943,2.220446e-16,0.03106154
2006-12-06,85.87418,384.475,96302.35,2.994065,3.450798,1.451613,0.5772067,1.991824,True,True,3.16359,0.7943943,0,0.02899077
2006-12-07,79.49816,383.2766,96611.65,2.544715,2.96122,1.451613,0.5772067,1.709236,True,True,3.16359,0.7943943,2.220446e-16,0.02705805
2006-12-08,79.7504,386.0937,95898.29,2.650823,3.271721,1.451613,0.5772067,1.88846,True,True,3.16359,0.7943943,0,0.02525418
2006-12-09,21.3948,388.1321,96405.73,0.6964555,1.058674,1.451613,0.5772067,0.611074,True,True,3.16359,0.7943943,0,0.02357057
2006-12-10,16.99409,393.1561,98011.96,0.5218259,0.8110553,1.451613,0.5772067,0.4681466,True,True,3.16359,0.7943943,0,0.0219992
2006-12-11,16.99409,385.1656,98090.23,0.4847498,0.75156,1.451613,0.5772067,0.4338055,True,True,3.16359,0.7943943,0,0.02053258
2006-12-12,17.02304,389.9834,97681.17,0.5289403,0.8081443,1.451613,0.5772067,0.4664664,True,True,3.16359,0.7943943,5.551115e-17,0.01916374
2006-12-13,54.9729,390.5258,98030.58,1.745367,1.926668,1.451613,0.5772067,1.112086,True,True,3.16359,0.7943943,0,0.01788616
2006-12-14,96.64343,388.2999,98267.21,3.200467,2.893208,1.451613,0.5772067,1.669979,True,True,3.16359,0.7943943,4.440892e-16,0.01669375
2006-12-15,123.7249,388.5198,98247.73,3.989238,3.397893,1.451613,0.5772067,1.961287,True,True,3.16359,0.7943943,0,0.01558083
2006-12-16,89.25621,392.1558,97709.94,2.998453,2.887001,1.451613,0.5772067,1.666396,True,True,3.16359,0.7943943,0,0.01454211
2006-12-17,61.33532,390.8961,97919.31,1.858673,1.914892,1.451613,0.5772067,1.105289,True,True,3.16359,0.7943943,1.110223e-16,0.01357264
2006-12-18,26.33984,393.9548,98196.5,0.7561198,1.075025,1.451613,0.5772067,0.6205115,True,True,3.16359,0.7943943,0,0.0126678
2006-12-19,38.83484,397.8822,98708.23,1.097214,1.391483,1.451613,0.5772067,0.8031736,True,True,3.16359,0.7943943,1.110223e-16,0.01182328
2006-12-20,14.08586,396.6615,98801.15,0.4047878,0.6246741,1.451613,0.5772067,0.3605661,True,True,3.16359,0.7943943,0,0.01103506
2006-12-21,43.05356,405.494,99313.38,1.378339,1.669128,1.451613,0.5772067,0.9634317,True,True,3.16359,0.7943943,0,0.01029939
2006-12-22,16.54682,397.4185,99566.38,0.5102155,0.7791916,1.451613,0.5772067,0.4497546,True,True,3.16359,0.7943943,0,0.009612761
2006-12-23,31.91049,393.1793,99599.52,0.9292835,1.248077,1.451613,0.5772067,0.7203984,True,True,3.16359,0.7943943,0,0.00897191
2006-12-24,122.2822,406.4184,99175.06,3.453567,1.947866,1.451613,0.5772067,1.124322,False,False,3.16359,0.7943943,0,0.008373783
2006-12-25,37.8981,403.0093,99112.52,1.083167,1.434677,1.451613,0.5772067,0.8281054,True,False,3.16359,0.7943943,0,0.007815531
2006-12-26,103.1846,405.8763,99121.23,3.03669,1.983325,1.451613,0.5772067,1.144788,False,False,3.16359,0.7943943,0,0.007294495
2006-12-27,121.0743,400.6057,98658.73,3.318781,2.028867,1.451613,0.5772067,1.171076,False,False,3.16359,0.7943943,0,0.006808196
2006-12-28,23.84637,399.654,98044.92,0.5597338,0.8258113,1.451613,0.5772067,0.4766639,False,False,3.16359,0.7943943,0,0.006354316
2006-12-29,49.483,401.096,98325.88,1.452217,1.781171,1.451613,0.5772067,1.028104,True,True,3.16359,0.7943943,0,0.005930695
2006-12-30,91.06314,389.3293,98062.69,2.704165,2.376441,1.451613,0.5772067,1.371698,True,True,3.16359,0.7943943,1.110223e-16,0.005535315
2006-12-31,44.1816,382.672,97824.5,1.443141,1.920084,1.451613,0.5772067,1.108285,True,True,3.16359,0.7943943,0,0.005166294
2007-01-01,74.09641,381.2221,96860.44,2.467111,2.426933,2.722581,0.5772067,1.400842,True,True,3.65328,0.8390465,2.220446e-16,0.004821875
2007-01-02,70.7585,382.33,97072.06,1.965472,1.783208,2.722581,0.5772067,1.02928,True,True,3.65328,0.8390465,0,0.004500416
2007-01-03,45.12149,383.655,97835.33,1.343981,1.755408,2.722581,0.5772067,1.013233,True,True,3.65328,0.8390465,0,0.004200389
2007-01-04,43.03728,384.7335,96737.27,1.367282,1.638851,2.722581,0.5772067,0.9459561,True,True,3.65328,0.8390465,0,0.003920363
2007-01-05,38.55638,386.4228,97017.4,1.219808,1.646871,2.722581,0.5772067,0.9505853,True,True,3.65328,0.8390465,1.110223e-16,0.003659005
2007-01-06,55.78979,381.8412,97351.38,1.87683,2.152263,2.722581,0.5772067,1.242301,True,True,3.65328,0.8390465,1.110223e-16,0.003415071
2007-01-07,14.08909,382.6743,97121.04,0.4618238,0.7213453,2.722581,0.5772067,0.4163654,True,True,3.65328,0.8390465,0,0.0031874
2007-01-08,50.7711,380.246,96711.58,1.638389,1.89795,2.722581,0.5772067,1.095509,True,True,3.65328,0.8390465,0,0.002974907
2007-01-09,44.22575,380.4517,96840.04,1.540609,1.983948,2.722581,0.5772067,1.145148,True,True,3.65328,0.8390465,0,0.00277658
2007-01-10,102.7811,378.3284,97259.15,3.452214,2.887901,2.722581,0.5772067,1.666916,True,True,3.65328,0.8390465,0,0.002591474
2007-01-11,24.55969,380.1816,96852.98,0.74136,1.114728,2.722581,0.5772067,0.6434285,True,True,3.65328,0.8390465,0,0.002418709
2007-01-12,50.65176,380.744,97026.6,1.579145,1.804698,2.722581,0.5772067,1.041684,True,True,3.65328,0.8390465,1.110223e-16,0.002257462
2007-01-13,39.08419,380.8967,97391.25,1.333624,1.767779,2.722581,0.5772067,1.020374,True,True,3.65328,0.8390465,0,0.002106965
2007-01-14,108.63,381.8759,97811.5,3.450647,2.32619,2.722581,0.5772067,1.342693,True,True,3.65328,0.8390465,0,0.0019665
2007-01-15,132.6369,386.9293,98345.15,3.992664,2.333112,2.722581,0.5772067,1.346688,True,True,3.65328,0.8390465,0,0.0018354
2007-01-16,97.48161,388.3481,97755.06,3.060745,2.398092,2.722581,0.5772067,1.384195,True,True,3.65328,0.8390465,1.110223e-16,0.00171304
2007-01-17,91.18638,385.0231,97294.77,3.058653,2.639504,2.722581,0.5772067,1.52354,True,True,3.65328,0.8390465,1.110223e-16,0.001598838
2007-01-18,35.98802,382.4385,95527.75,1.230221,1.807299,2.722581,0.5772067,1.043185,True,True,3.65328,0.8390465,0,0.001492248
2007-01-19,41.26741,382.43,96108.71,1.329348,1.838639,2.722581,0.5772067,1.061275,True,True,3.65328,0.8390465,0,0.001392765
2007-01-20,81.41202,383.5205,96876.88,2.825051,2.713282,2.722581,0.5772067,1.566125,True,True,3.65328,0.8390465,0,0.001299914
2007-01-21,104.612,387.0477,96552.83,3.270731,2.34987,2.722581,0.5772067,1.356361,True,True,3.65328,0.8390465,2.220446e-16,0.001213253
2007-01-22,84.17104,390.7431,97047.44,2.507603,2.211014,2.722581,0.5772067,1.276212,True,True,3.65328,0.8390465,0,0.00113237
2007-01-23,52.64462,395.6807,97068.94,0.9146088,1.005013,2.722581,0.5772067,0.5801001,False,False,3.65328,0.8390465,0,0.001056878
2007-01-24,24.29304,391.8758,95900.27,0.4457332,0.6279492,2.722581,0.5772067,0.3624565,False,False,3.65328,0.8390465,0,0.0009864198
2007-01-25,61.77851,389.9115,97236.98,1.314442,1.155843,2.722581,0.5772067,0.6671602,False,False,3.65328,0.8390465,0,0.0009206585
2007-01-26,158.0228,389.9547,97327.5,2.615919,1.220608,2.722581,0.5772067,0.7045431,False,False,3.65328,0.8390465,5.551115e-17,0.0008592812
2007-01-27,93.74438,384.0755,97142.67,2.258967,1.868574,2.722581,0.5772067,1.078554,False,False,3.65328,0.8390465,2.220446e-16,0.0008019958
2007-01-28,25.99521,384.1102,97214.73,0.7360706,1.063002,2.722581,0.5772067,0.6135722,True,True,3.65328,0.8390465,5.551115e-17,0.0007485294
2007-01-29,38.89625,381.4363,96983.52,1.113135,1.465492,2.722581,0.5772067,0.8458918,True,True,3.65328,0.8390465,0,0.0006986275
2007-01-30,54.91948,381.5933,97510.23,1.655518,1.894133,2.722581,0.5772067,1.093307,True,True,3.65328,0.8390465,0,0.0006520523
2007-01-31,94.44401,386.0738,97242,2.891854,2.270151,2.722581,0.5772067,1.310347,True,True,3.65328,0.8390465,0,0.0006085821
2007-02-01,105.0913,389.6817,97716.62,3.276215,2.606131,1.807143,0.5772067,1.504276,True,True,3.65328,0.8390465,0,0.00056801
2007-02-02,33.58864,393.5989,98154.9,1.107839,1.555175,1.807143,0.5772067,0.8976576,True,True,3.65328,0.8390465,1.110223e-16,0.0005301427
2007-02-03,93.8301,381.645,98224.9,2.851811,2.503493,1.807143,0.5772067,1.445033,True,True,3.65328,0.8390465,1.110223e-16,0.0004947998
2007-02-04,40.58448,383.8377,98330.12,1.251345,1.736268,1.807143,0.5772067,1.002186,True,True,3.65328,0.8390465,0,0.0004618132
2007-02-05,89.2316,389.6437,96915.27,2.655896,1.870197,1.807143,0.5772067,1.079491,True,True,3.65328,0.8390465,1.110223e-16,0.0004310256
2007-02-06,117.2157,390.7234,96208.77,3.105125,2.45348,1.807143,0.5772067,1.416165,False,False,3.65328,0.8390465,1.110223e-16,0.0004022906
2007-02-07,119.1975,394.6574,95890.38,3.110224,2.148633,1.807143,0.5772067,1.240206,False,False,3.65328,0.8390465,0,0.0003754712
2007-02-08,104.6461,395.3747,95523.48,2.741316,2.004394,1.807143,0.5772067,1.15695,True,False,3.65328,0.8390465,2.220446e-16,0.0003504398
2007-02-09,107.2486,382.7395,96009.62,3.226795,3.022875,1.807143,0.5772067,1.744824,True,False,3.65328,0.8390465,2.220446e-16,0.0003270771
2007-02-10,31.73713,403.082,96579.46,0.8835834,1.252585,1.807143,0.5772067,0.7230005,False,False,3.65328,0.8390465,5.551115e-17,0.000305272
2007-02-11,112.7963,393.1625,96317.42,3.571249,3.051005,1.807143,0.5772067,1.761061,True,True,3.65328,0.8390465,2.220446e-16,0.0002849205
2007-02-12,91.7504,378.9177,95630.62,2.970306,3.290687,1.807143,0.5772067,1.899407,True,True,3.65328,0.8390465,0,0.0002659258
2007-02-13,107.9203,380.1325,95757.96,3.477606,3.207075,1.807143,0.5772067,1.851145,True,True,3.65328,0.8390465,0,0.0002481974
2007-02-14,150.2053,388.8885,96606.69,4.844684,4.107365,1.807143,0.5772067,2.370799,True,True,3.65328,0.8390465,0,0.0002316509
2007-02-15,9.527693,393.6392,97063.88,0.2849851,0.4459609,1.807143,0.5772067,0.2574116,True,True,3.65328,0.8390465,0,0.0002162076
2007-02-16,58.03141,395.9325,98322.12,1.66828,2.085478,1.807143,0.5772067,1.203752,True,True,3.65328,0.8390465,2.220446e-16,0.0002017937
2007-02-17,256.5889,394.8853,97983.44,7.823038,4.137942,1.807143,0.5772067,2.388448,True,True,3.65328,0.8390465,0,0.0001883408
2007-02-18,265.3381,393.9379,97156.08,8.188316,4.722515,1.807143,0.5772067,2.725867,True,True,3.65328,0.8390465,1.110223e-15,0.0001757847
2007-02-19,50.28825,397.5117,97055.83,1.439819,2.037894,1.807143,0.5772067,1.176286,True,True,3.65328,0.8390465,0,0.0001640658
2007-02-20,48.30091,407.8041,96964.48,1.494415,2.168927,1.807143,0.5772067,1.251919,True,True,3.65328,0.8390465,0,0.000153128
2007-02-21,48.40691,408.2137,97036.08,1.52981,2.247043,1.807143,0.5772067,1.297009,True,True,3.65328,0.8390465,0,0.0001429195
2007-02-22,48.40691,393.9177,96927.62,1.565276,2.288475,1.807143,0.5772067,1.320923,True,True,3.65328,0.8390465,0,0.0001333915
2007-02-23,120.8567,402.2682,97096.9,3.682954,3.070031,1.807143,0.5772067,1.772043,True,True,3.65328,0.8390465,4.440892e-16,0.0001244988
2007-02-24,118.5532,398.8576,96550.12,3.793483,4.186713,1.807143,0.5772067,2.416599,True,True,3.65328,0.8390465,0,0.0001161989
2007-02-25,61.87252,397.1148,95993.69,2.079561,2.939461,1.807143,0.5772067,1.696677,True,True,3.65328,0.8390465,2.220446e-16,0.0001084523
2007-02-26,103.1039,398.2469,95971.75,3.313883,3.868201,1.807143,0.5772067,2.232752,True,True,3.65328,0.8390465,4.440892e-16,0.0001012221
2007-02-27,69.82652,399.9627,96549.15,2.097709,2.682708,1.807143,0.5772067,1.548477,True,True,3.65328,0.8390465,0,9.447397e-05
2007-02-28,51.78306,396.6669,95655.94,1.766009,2.55295,1.807143,0.5772067,1.47358,True,True,3.65328,0.8390465,0,8.817571e-05
2007-03-01,51.78306,398.5896,95215.21,1.743529,2.474723,1.467742,0.5772067,1.428427,True,True,3.65328,0.8390465,0,8.229733e-05
2007-03-02,51.07841,407.0163,95764.08,1.597659,2.160807,1.467742,0.5772067,1.247232,True,True,3.65328,0.8390465,1.110223e-16,7.681084e-05
2007-03-03,85.8027,405.5609,96042.08,2.794862,2.815267,1.467742,0.5772067,1.624991,True,True,3.65328,0.8390465,0,7.169012e-05
2007-03-04,180.3504,399.337,97577.71,5.6317,3.906787,1.467742,0.5772067,2.255024,True,True,3.65328,0.8390465,0,6.691078e-05
2007-03-05,170.2434,387.6691,97473.48,5.529887,4.101705,1.467742,0.5772067,2.367532,True,True,3.65328,0.8390465,0,6.245006e-05
2007-03-06,181.076,386.9219,97331.62,5.905712,4.826428,1.467742,0.5772067,2.785847,True,True,3.65328,0.8390465,0,5.828672e-05
2007-03-07,234.8405,394.6488,96380.17,7.846799,5.511511,1.467742,0.5772067,3.181281,True,True,3.65328,0.8390465,0,5.440094e-05
2007-03-08,94.42829,386.7248,97256.94,3.051096,3.579591,1.467742,0.5772067,2.066164,True,True,3.65328,0.8390465,4.440892e-16,5.077421e-05
2007-03-09,230.7014,382.7954,98115.06,7.482444,5.27232,1.467742,0.5772067,3.043219,True,True,3.65328,0.8390465,0,4.738926e-05
2007-03-10,154.9366,377.3795,98627.4,4.762471,4.108807,1.467742,0.5772067,2.371631,True,True,3.65328,0.8390465,4.440892e-16,4.422998e-05
2007-03-11,343.9273,375.1711,98861.44,11.06288,6.730745,1.467742,0.5772067,3.885032,True,True,3.65328,0.8390465,0.7553916,0.05040072
2007-03-12,369.5883,375.4097,98517.81,11.7037,8.034521,1.467742,0.5772067,4.63758,True,True,3.65328,0.8390465,1.537965,0.1495717
2007-03-13,335.5763,376.0612,98194.94,10.62554,8.809532,1.467742,0.5772067,5.084921,True,True,3.65328,0.8390465,1.968395,0.2708266
2007-03-14,325.6833,384.5255,98695.23,10.59816,7.381217,1.467742,0.5772067,4.260488,True,True,3.65328,0.8390465,1.1562,0.3298515
2007-03-15,259.3721,395.7827,98479.08,8.396937,7.165708,1.467742,0.5772067,4.136095,True,True,3.65328,0.8390465,1.025884,0.3762536
2007-03-16,327.2517,398.5343,97919.23,10.74131,8.427835,1.467742,0.5772067,4.864603,True,True,3.65328,0.8390465,1.759186,0.4684491
2007-03-17,46.09372,392.1176,97097.6,1.491453,2.254874,1.467742,0.5772067,1.301529,True,True,3.65328,0.8390465,2.220446e-16,0.4372192
2007-03-18,119.0113,387.5839,95799.17,3.93748,5.367005,1.467742,0.5772067,3.097871,True,True,3.65328,0.8390465,0,0.4080712
2007-03-19,181.2778,388.266,95037.92,5.297061,5.643716,1.467742,0.5772067,3.257591,True,True,3.65328,0.8390465,0.02710236,0.3826733
2007-03-20,118.2821,393.4753,95312.06,3.224073,3.976289,1.467742,0.5772067,2.295141,True,True,3.65328,0.8390465,0,0.3571618
2007-03-21,68.94682,390.5397,95682.02,1.815799,2.577311,1.467742,0.5772067,1.487641,True,True,3.65328,0.8390465,1.110223e-16,0.333351
2007-03-22,93.60374,392.832,96028.19,2.548325,3.210338,1.467742,0.5772067,1.853029,True,True,3.65328,0.8390465,0,0.3111276
2007-03-23,254.1897,389.7981,96486.12,7.651849,4.952228,1.467742,0.5772067,2.85846,True,True,3.65328,0.8390465,1.110223e-15,0.2903857
2007-03-24,191.2261,388.2736,96748.81,6.282638,6.006174,1.467742,0.5772067,3.466804,True,True,3.65328,0.8390465,0.2793023,0.2896468
2007-03-25,378.6275,388.0873,97888.52,12.44397,9.014362,1.467742,0.5772067,5.203151,True,True,3.65328,0.8390465,2.078609,0.408911
2007-03-26,426.0316,391.8281,98172.23,13.80489,9.204989,1.467742,0.5772067,5.313182,True,True,3.65328,0.8390465,2.17997,0.5269816
2007-03-27,423.5355,390.2626,98032.42,13.49497,9.610915,1.467742,0.5772067,5.547485,True,True,3.65328,0.8390465,2.392152,0.6513263
2007-03-28,419.9318,389.9319,97581.83,13.57635,10.35175,1.467742,0.5772067,5.9751,True,True,3.65328,0.8390465,2.767767,0.7924224
2007-03-29,425.2962,385.3291,97296.54,13.95496,10.40089,1.467742,0.5772067,6.003463,True,True,3.65328,0.8390465,2.792194,0.9257405
2007-03-30,324.1768,390.457,97076.06,10.65801,9.940367,1.467742,0.5772067,5.737647,True,True,3.65328,0.8390465,2.560945,1.034754
2007-03-31,372.7212,395.8626,97604.21,12.24333,11.28398,1.467742,0.5772067,6.513191,True,True,3.65328,0.8390465,3.222005,1.180571
2007-04-01,463.8863,394.9214,98403.85,14.90944,12.3151,0.2933334,0.5772067,7.108359,True,True,3.65328,0.8390465,3.65328,1.345418
