,date,kN,nu,lambda,rho,dr,delta,ru,rv,rw,hs,hn,tau_o,tau,PPFD,sf,Rnl,Ho,Hn,Hnn,s,lv,Patm,pw,gamma,Econ,Cn,rx,hi,EET,PET,AET
221,2008-08-09,366.0,213.73879,136.73879,1.0138,0.972961,15.81991,0.192195,0.682339,607.956786,106.359924,96.205619,0.785706,0.613537,44.715463,0.653403,72.004017,36.831119,13.412625,-2.721654,99.85098,2.468178,0.816609,999.372717,53.977994,0.263154,0.071621,0.000947,74.082975,4.813169,4.813169,1.70703
222,2008-08-10,366.0,214.695819,137.695819,1.013639,0.97327,15.529716,0.188757,0.68331,575.140203,106.035866,96.714194,0.785706,0.581168,42.141913,0.592703,62.613491,36.644678,12.867167,-2.363797,82.275411,2.475999,0.816609,999.738747,53.759049,0.244334,0.057756,0.00088,77.512755,4.493465,4.493465,1.338021
223,2008-08-11,366.0,215.653156,138.653156,1.013474,0.973588,15.235397,0.185265,0.684276,608.690509,105.708668,95.841518,0.785706,0.615644,44.411278,0.657406,70.377657,36.455402,13.345607,-2.677229,90.701004,2.472061,0.816609,999.573533,53.870416,0.253896,0.067974,0.000914,75.8493,4.727064,4.727064,1.509546
224,2008-08-12,366.0,216.610809,139.610809,1.013305,0.973913,14.937041,0.18172,0.685238,650.827634,105.378447,94.601088,0.785706,0.658978,47.28683,0.741127,82.493841,36.26333,13.850055,-3.169348,109.774875,2.464349,0.816609,999.137787,54.085622,0.272083,0.086232,0.000979,72.633865,5.03021,5.03021,1.846053
225,2008-08-13,366.0,217.568786,140.568786,1.013132,0.974245,14.634732,0.178124,0.686192,583.182886,105.045316,94.684039,0.785706,0.59131,42.203188,0.611557,71.200087,36.068504,12.454058,-2.739637,116.84631,2.461826,0.816609,998.962896,54.15906,0.277842,0.076119,0.001,72.213401,4.557175,4.557175,1.725881
226,2008-08-14,366.0,218.527093,141.527093,1.012955,0.974585,14.328556,0.174476,0.68714,616.466789,104.709386,93.771168,0.785706,0.625859,44.424408,0.676907,79.697889,35.870967,12.878609,-3.090546,128.17671,2.458084,0.816609,998.6741,54.273912,0.286183,0.088446,0.00103,70.664263,4.762284,4.762284,1.901167
227,2008-08-15,366.0,219.485738,142.485738,1.012775,0.974932,14.018599,0.170778,0.68808,614.766605,104.370763,93.263971,0.785706,0.625031,44.118032,0.675321,80.904318,35.670759,12.692878,-3.153734,136.236704,2.455619,0.816609,998.464449,54.354708,0.291539,0.091944,0.00105,69.907021,4.724477,4.724477,1.936905
228,2008-08-16,366.0,220.444728,143.444728,1.01259,0.975287,13.704947,0.167031,0.68901,608.556872,104.029554,92.79666,0.785706,0.619626,43.487775,0.66499,81.189713,35.467925,12.429153,-3.180586,144.721857,2.453175,0.816609,998.241492,54.439657,0.296732,0.094378,0.001068,69.210869,4.65521,4.65521,1.956173
229,2008-08-17,366.0,221.40407,144.40407,1.012403,0.975649,13.387687,0.163236,0.68993,584.961914,103.685858,92.590605,0.785706,0.596483,41.621076,0.621232,77.245358,35.262507,11.898693,-3.036202,149.129396,2.451961,0.816609,998.125123,54.483871,0.299267,0.090863,0.001077,69.160067,4.469905,4.469905,1.882941
230,2008-08-18,366.0,222.363773,145.363773,1.012211,0.976018,13.066906,0.159394,0.690838,592.023651,103.339775,92.721521,0.785706,0.604533,41.934015,0.636365,74.945271,35.054549,12.099712,-2.949576,124.300739,2.459326,0.816609,998.773833,54.234871,0.283443,0.083604,0.00102,72.346999,4.459035,4.459035,1.612316
231,2008-08-19,366.0,223.323841,146.323841,1.012016,0.976394,12.742691,0.155505,0.691734,370.327942,102.991401,95.308557,0.785706,0.378584,26.103168,0.252322,33.88739,34.844096,8.099179,-1.315327,96.717493,2.469466,0.816609,999.443517,53.942308,0.260104,0.034212,0.000936,77.910257,2.894156,2.894156,0.836687
232,2008-08-20,366.0,224.284283,147.284283,1.011818,0.976777,12.415129,0.151571,0.692617,394.622465,102.640828,94.993563,0.785706,0.403585,27.656928,0.290114,36.022462,34.631192,8.573172,-1.403942,85.006416,2.47468,0.816609,999.687728,53.796851,0.247553,0.034755,0.000891,79.433435,3.008492,3.008492,0.766118
233,2008-08-21,366.0,225.245105,148.245105,1.011616,0.977167,12.084307,0.147593,0.693486,500.45614,102.288147,93.937544,0.785706,0.511991,34.867691,0.468348,50.031823,34.415883,10.596885,-1.96689,74.527011,2.479993,0.816609,999.866744,53.639508,0.234502,0.046124,0.000844,80.240814,3.64406,3.64406,0.810446
234,2008-08-22,366.0,226.206314,149.206314,1.01141,0.977564,11.750314,0.143572,0.69434,668.311799,101.933445,92.135413,0.785706,0.68396,46.284545,0.79055,78.660507,34.198215,13.517708,-3.133186,77.037385,2.478655,0.816609,999.828319,53.680558,0.237807,0.074509,0.000856,78.647286,4.673081,4.673081,1.059154
235,2008-08-23,366.0,227.167916,150.167916,1.011202,0.977967,11.413236,0.139509,0.695178,663.036227,101.576807,90.768901,0.785706,0.678949,45.649908,0.780571,86.31425,33.978236,12.944778,-3.473791,109.774875,2.464349,0.816609,999.137787,54.085622,0.272083,0.094516,0.000979,73.859435,4.701422,4.701422,1.444964
236,2008-08-24,366.0,228.129918,151.129918,1.01099,0.978377,11.073163,0.135405,0.695998,675.729031,101.218315,89.726089,0.785706,0.692593,46.262661,0.807819,93.745459,33.755992,12.837369,-3.804395,132.154652,2.456849,0.816609,998.570959,54.313829,0.288881,0.109902,0.00104,71.166052,4.762824,4.762824,1.670291
237,2008-08-25,366.0,229.092327,152.092327,1.010775,0.978794,10.730181,0.131261,0.696801,656.753263,100.858048,90.875282,0.785706,0.673911,44.715463,0.770571,79.215342,33.531532,12.889097,-3.199599,85.006416,2.47468,0.816609,999.687728,53.796851,0.247553,0.079207,0.000891,77.548512,4.523033,4.523033,1.057627
238,2008-08-26,366.0,230.055148,153.055148,1.010557,0.979217,10.384379,0.127078,0.697585,580.228192,100.496083,91.682607,0.785706,0.595714,39.259798,0.619791,61.849356,33.304904,11.649889,-2.491472,69.715366,2.482687,0.816609,999.930536,53.55284,0.227817,0.05676,0.00082,80.336587,3.962292,3.962292,0.750919
239,2008-08-27,366.0,231.018388,154.018388,1.010335,0.979646,10.035845,0.122857,0.69835,552.638748,100.132494,91.028426,0.785706,0.567535,37.145809,0.567604,60.968753,33.076159,10.914938,-2.470883,85.006416,2.47468,0.816609,999.687728,53.796851,0.247553,0.061168,0.000891,78.079502,3.830263,3.830263,0.870762
240,2008-08-28,366.0,231.982054,154.982054,1.010111,0.980081,9.684668,0.1186,0.699095,646.578037,99.767355,89.611469,0.785706,0.664252,43.172645,0.751493,79.749339,32.845346,12.299289,-3.266134,93.668112,2.47076,0.816609,999.510474,53.906496,0.257017,0.083945,0.000925,76.175196,4.375961,4.375961,1.07365
241,2008-08-29,366.0,232.94615,155.94615,1.009883,0.980522,9.330936,0.114307,0.699818,659.878325,99.400733,88.569108,0.785706,0.678286,43.772267,0.779253,86.960429,32.612516,12.206059,-3.590852,113.263729,2.463085,0.816609,999.052136,54.122096,0.274982,0.098742,0.00099,73.604614,4.449969,4.449969,1.272468
242,2008-08-30,366.0,233.910684,156.910684,1.009653,0.98097,8.974738,0.10998,0.700519,609.657027,99.032697,89.468455,0.785706,0.627119,40.178924,0.679323,71.012196,32.377721,11.57479,-2.92318,85.006416,2.47468,0.816609,999.687728,53.796851,0.247553,0.072364,0.000891,77.562842,4.061818,4.061818,0.873706
243,2008-08-31,366.0,234.87566,157.87566,1.00942,0.981423,8.616162,0.10562,0.701198,477.504617,98.663311,91.322953,0.785706,0.491352,31.250274,0.43276,42.703596,32.141013,9.54476,-1.742588,54.907078,2.492324,0.816609,1000.009037,53.178937,0.203822,0.035518,0.000734,82.870573,3.107338,3.107338,0.419994
244,2008-09-01,366.0,235.841085,158.841085,1.009184,0.981882,8.255298,0.101228,0.701853,545.801704,98.29264,90.158809,0.785706,0.561584,35.451991,0.556736,54.188433,31.902447,10.581161,-2.231212,60.88443,2.488154,0.816609,1000.003891,53.355378,0.214195,0.047792,0.000771,81.201843,3.513611,3.513611,0.525555
245,2008-09-02,366.0,236.806964,159.806964,1.008946,0.982346,7.892234,0.096805,0.702484,577.43767,97.920743,89.194689,0.785706,0.59414,37.224592,0.616844,61.599807,31.662075,10.910733,-2.556121,69.715366,2.482687,0.816609,999.930536,53.55284,0.227817,0.058233,0.00082,79.444921,3.710894,3.710894,0.632672
246,2008-09-03,366.0,237.773302,160.773302,1.008704,0.982816,7.527059,0.092352,0.703091,627.93691,97.54768,88.067281,0.785706,0.646165,40.174544,0.716104,72.880975,31.419953,11.50569,-3.050469,79.619631,2.477324,0.816609,999.785632,53.720344,0.241085,0.073542,0.000868,77.541942,3.997999,3.997999,0.770139
247,2008-09-04,366.0,238.740105,161.740105,1.00846,0.983292,7.159863,0.087871,0.703672,563.433882,97.173509,88.223841,0.785706,0.579917,35.775871,0.590389,61.7979,31.176136,10.378143,-2.589781,79.619631,2.477324,0.816609,999.785632,53.720344,0.241085,0.062436,0.000868,77.839329,3.606199,3.606199,0.684568
248,2008-09-05,366.0,239.707378,162.707378,1.008214,0.983772,6.790735,0.083362,0.704226,628.262205,96.798285,87.144035,0.785706,0.646733,39.583681,0.717208,74.418034,30.930682,11.230718,-3.144615,85.006416,2.47468,0.816609,999.687728,53.796851,0.247553,0.077846,0.000891,76.540929,3.941076,3.941076,0.7873
249,2008-09-06,366.0,240.675126,163.675126,1.007965,0.984258,6.419764,0.078828,0.704755,572.969138,96.422061,87.050644,0.785706,0.589946,35.819639,0.609012,65.942909,30.683647,10.222509,-2.793896,90.701004,2.472061,0.816609,999.573533,53.870416,0.253896,0.070936,0.000914,76.084777,3.62085,3.62085,0.759031
250,2008-09-07,366.0,241.643355,164.643355,1.007714,0.984748,6.047041,0.074269,0.705256,526.301295,96.044891,87.178074,0.785706,0.542003,32.642092,0.521366,57.361532,30.435089,9.431044,-2.433737,87.814364,2.473367,0.816609,999.632637,53.833919,0.250741,0.061024,0.000903,76.647129,3.325202,3.325202,0.665138
251,2008-09-08,366.0,242.612068,165.612068,1.007461,0.985244,5.672654,0.069686,0.705729,657.064202,95.666824,85.612565,0.785706,0.67674,40.421837,0.776183,81.262192,30.185068,11.257776,-3.485639,90.701004,2.472061,0.816609,999.573533,53.870416,0.253896,0.088499,0.000914,75.22989,3.987546,3.987546,0.811243
252,2008-09-09,366.0,243.581271,166.581271,1.007205,0.985744,5.296694,0.065081,0.706173,559.075635,95.28791,85.964775,0.785706,0.575947,34.114882,0.583057,64.167649,29.933644,9.684599,-2.752793,93.668112,2.47076,0.816609,999.510474,53.906496,0.257017,0.070752,0.000925,75.442355,3.445681,3.445681,0.71164
253,2008-09-10,366.0,244.550968,167.550968,1.006947,0.986249,4.919251,0.060455,0.706589,559.455636,94.908198,85.936819,0.785706,0.576418,33.854462,0.583926,61.832067,29.680878,9.688953,-2.658631,82.275411,2.475999,0.816609,999.738747,53.759049,0.244334,0.064959,0.00088,76.627314,3.383571,3.383571,0.604694
254,2008-09-11,366.0,245.521164,168.521164,1.006687,0.986759,4.540415,0.05581,0.706976,654.361296,94.527734,84.793056,0.785706,0.674222,39.259798,0.771186,78.503887,29.426831,10.961619,-3.404134,82.275411,2.475999,0.816609,999.738747,53.759049,0.244334,0.083175,0.00088,75.787321,3.828011,3.828011,0.674376
255,2008-09-12,366.0,246.491864,169.491864,1.006425,0.987272,4.160277,0.051146,0.707333,645.465442,94.146564,83.915269,0.785706,0.665109,38.393193,0.75318,81.407715,29.171566,10.536223,-3.55458,99.85098,2.468178,0.816609,999.372717,53.977994,0.263154,0.09354,0.000947,73.685921,3.780962,3.780962,0.795138
256,2008-09-13,366.0,247.46307,170.46307,1.006161,0.98779,3.778927,0.046465,0.70766,612.768745,93.764733,83.992178,0.785706,0.631536,36.134769,0.687807,73.857878,28.915147,10.030446,-3.230325,93.668112,2.47076,0.816609,999.510474,53.906496,0.257017,0.083025,0.000925,74.452183,3.56873,3.56873,0.692634
257,2008-09-14,366.0,248.434788,171.434788,1.005896,0.988312,3.396456,0.041768,0.707956,661.350057,93.382285,82.926562,0.785706,0.681667,38.655802,0.78598,85.278779,28.657639,10.483639,-3.75938,103.070439,2.466896,0.816609,999.298128,54.013691,0.266168,0.100063,0.000958,72.967329,3.777601,3.777601,0.791919
258,2008-09-15,366.0,249.407021,172.407021,1.005628,0.988838,3.012955,0.037056,0.708221,667.256061,92.999262,82.107206,0.785706,0.687873,38.655802,0.798365,89.618673,28.399106,10.315839,-3.976462,116.84631,2.461826,0.816609,998.962896,54.15906,0.277842,0.110483,0.001,71.454731,3.77476,3.77476,0.875011
259,2008-09-16,366.0,250.379773,173.379773,1.005359,0.989368,2.628516,0.032332,0.708456,624.42156,92.615708,81.809198,0.785706,0.643871,35.852465,0.711647,83.213765,28.139615,9.567179,-3.705846,128.17671,2.458084,0.816609,998.6741,54.273912,0.286183,0.106055,0.00103,70.6544,3.537775,3.537775,0.875095
260,2008-09-17,366.0,251.353048,174.353048,1.005088,0.989901,2.243231,0.027595,0.708658,610.599774,92.231663,81.73188,0.785706,0.629773,34.742953,0.684417,79.075222,27.879233,9.3354,-3.530289,120.524631,2.460573,0.816609,998.870113,54.196619,0.280663,0.099082,0.00101,71.358294,3.428299,3.428299,0.785011
261,2008-09-18,366.0,252.32685,175.32685,1.004815,0.990438,1.85719,0.022848,0.708829,552.693599,91.847169,82.060289,0.785706,0.570138,31.158362,0.572375,66.742953,27.618028,8.539507,-2.98065,113.263729,2.463085,0.816609,999.052136,54.122096,0.274982,0.081963,0.00099,72.345569,3.113252,3.113252,0.659545
262,2008-09-19,366.0,253.30118,176.30118,1.004541,0.990979,1.470488,0.018092,0.708968,411.476163,91.462267,83.277936,0.785706,0.424482,22.978141,0.322721,41.591542,27.35607,6.602841,-1.849168,106.377763,2.46562,0.816609,999.219801,54.049525,0.269145,0.049769,0.000969,74.032418,2.388765,2.388765,0.468631
263,2008-09-20,366.0,254.276044,177.276044,1.004266,0.991522,1.083215,0.013328,0.709075,169.496217,91.076998,86.218176,0.785706,0.17348,9.300677,0.012227,10.186133,27.093428,2.97008,-0.446649,65.171945,2.485408,0.816609,999.976449,53.458715,0.221043,0.009873,0.000796,78.244961,0.998471,0.998471,0.144488
264,2008-09-21,366.0,255.251444,178.251444,1.00399,0.992068,0.695465,0.008557,0.709149,231.58976,90.691401,85.761772,0.785706,0.235115,12.482601,0.067096,14.119087,26.830174,4.004705,-0.621956,56.840928,2.490928,0.816609,1000.012234,53.240943,0.20729,0.012893,0.000746,77.337822,1.31262,1.31262,0.193662
265,2008-09-22,366.0,256.227383,179.227383,1.003712,0.992618,0.307331,0.003782,0.709191,489.549164,90.305517,83.228349,0.785706,0.495546,26.050648,0.439933,42.788666,26.566378,7.846206,-1.914788,53.029959,2.493728,0.816609,1000.000813,53.113388,0.200345,0.038362,0.000721,75.218408,2.536626,2.536626,0.363041
266,2008-09-23,366.0,257.203863,180.203863,1.003433,0.99317,-0.081094,-0.000998,0.709201,638.793728,89.919386,81.57497,0.785706,0.64647,33.646566,0.716696,65.738824,26.302114,9.725823,-2.973876,56.840928,2.490928,0.816609,1000.012234,53.240943,0.20729,0.061646,0.000746,73.3763,3.187828,3.187828,0.48756
267,2008-09-24,366.0,258.180887,181.180887,1.003152,0.993725,-0.469715,-0.00578,0.709178,588.914776,89.533048,80.653641,0.785706,0.595913,30.703174,0.620164,64.422833,26.037455,8.707769,-2.93449,79.619631,2.477324,0.816609,999.785632,53.720344,0.241085,0.070746,0.000868,70.136044,3.025777,3.025777,0.646727
268,2008-09-25,366.0,259.158459,182.158459,1.002871,0.994282,-0.858439,-0.010562,0.709122,594.959301,89.146544,80.123423,0.785706,0.60204,30.703174,0.631668,66.082558,25.772475,8.647916,-3.02459,82.275411,2.475999,0.816609,999.738747,53.759049,0.244334,0.073901,0.00088,69.541869,3.020021,3.020021,0.659466
269,2008-09-26,366.0,260.13658,183.13658,1.002589,0.994842,-1.247171,-0.015345,0.709034,632.493739,88.759916,79.616331,0.785706,0.640037,32.30508,0.704215,71.124276,25.50725,9.042553,-3.270561,77.037385,2.478655,0.816609,999.828319,53.680558,0.237807,0.077776,0.000856,69.772736,3.126017,3.126017,0.633164
270,2008-09-27,366.0,261.115251,184.115251,1.002306,0.995403,-1.635815,-0.020125,0.708913,607.714451,88.373203,79.051698,0.785706,0.614959,30.716307,0.656103,69.591528,25.241855,8.52793,-3.215918,87.814364,2.473367,0.816609,999.632637,53.833919,0.250741,0.080636,0.000903,68.351201,3.006782,3.006782,0.684476
271,2008-09-28,366.0,262.094477,185.094477,1.002023,0.995967,-2.024276,-0.024903,0.708759,661.579627,87.986448,78.038608,0.785706,0.669493,33.088526,0.76183,80.705604,24.976368,8.975443,-3.756484,93.668112,2.47076,0.816609,999.510474,53.906496,0.257017,0.096548,0.000925,67.103539,3.193371,3.193371,0.763841
272,2008-09-29,366.0,263.074257,186.074257,1.001738,0.996532,-2.412459,-0.029676,0.708573,647.392341,87.599694,77.469937,0.785706,0.655204,32.038095,0.733735,80.309353,24.710866,8.614605,-3.756381,103.070439,2.466896,0.816609,999.298128,54.013691,0.266168,0.099983,0.000958,65.959714,3.104126,3.104126,0.801074
273,2008-09-30,366.0,264.054595,187.054595,1.001453,0.997099,-2.800266,-0.034443,0.708355,558.461806,87.212984,77.57608,0.785706,0.565278,27.343988,0.563476,65.873358,24.445427,7.455577,-3.085637,113.263729,2.463085,0.816609,999.052136,54.122096,0.274982,0.08485,0.00099,65.359276,2.718084,2.718084,0.753752
274,2008-10-01,366.0,265.035491,188.035491,1.001168,0.997668,-3.187602,-0.039202,0.708104,548.400895,86.826362,77.356048,0.785706,0.555152,26.562731,0.545052,63.502686,24.180131,7.264544,-2.983834,109.774875,2.464349,0.816609,999.137787,54.085622,0.272083,0.081185,0.000979,65.631578,2.638414,2.638414,0.703018
275,2008-10-02,366.0,266.016946,189.016946,1.000882,0.998238,-3.574368,-0.043953,0.707822,318.015327,86.439873,80.048408,0.785706,0.321948,15.235603,0.172117,24.922905,23.915057,4.602816,-1.157406,79.619631,2.477324,0.816609,999.785632,53.720344,0.241085,0.027903,0.000868,70.657723,1.599387,1.599387,0.311041
276,2008-10-03,366.0,266.998963,189.998963,1.000596,0.998809,-3.960467,-0.048693,0.707508,276.801785,86.053563,80.524144,0.785706,0.275892,12.911528,0.113287,18.763011,23.650286,4.066299,-0.870957,67.410908,2.484044,0.816609,999.955764,53.506817,0.22444,0.019548,0.000808,69.585588,1.375088,1.375088,0.291825
277,2008-10-04,366.0,267.981542,190.981542,1.000309,0.999381,-4.345801,-0.053422,0.707163,269.235286,85.66748,80.568663,0.785706,0.265581,12.290024,0.101031,16.815681,23.385899,3.958855,-0.781948,56.840928,2.490928,0.816609,1000.012234,53.240943,0.20729,0.016209,0.000746,69.544391,1.297592,1.297592,0.264088
278,2008-10-05,366.0,268.964685,191.964685,1.000023,0.999954,-4.73027,-0.058138,0.706786,221.081629,85.281673,80.773663,0.785706,0.216382,9.900297,0.04816,12.20021,23.121979,3.270432,-0.567859,51.2082,2.495138,0.816609,999.987473,53.044019,0.196863,0.011179,0.000709,69.604918,1.049763,1.049763,0.209026
279,2008-10-06,366.0,269.948391,192.948391,0.999736,1.000528,-5.113776,-0.06284,0.706379,442.790829,84.896191,78.120618,0.785706,0.432138,19.54674,0.334889,36.561109,22.858606,6.003446,-1.728287,62.996953,2.486778,0.816609,999.992517,53.408313,0.217627,0.037612,0.000783,65.28342,2.006003,2.006003,0.49786
280,2008-10-07,366.0,270.932661,193.932661,0.999449,1.001102,-5.496218,-0.067525,0.705941,582.564953,84.511087,76.62397,0.785706,0.568478,25.418203,0.569332,55.802496,22.595866,7.504329,-2.662916,62.996953,2.486778,0.816609,999.992517,53.408313,0.217627,0.057952,0.000783,64.161355,2.507511,2.507511,0.619126
281,2008-10-08,366.0,271.917496,194.917496,0.999163,1.001677,-5.877497,-0.072194,0.705474,525.221587,84.126415,77.377911,0.785706,0.512508,22.649883,0.469249,43.050215,22.333841,6.936766,-2.050645,46.061744,2.499411,0.816609,999.915818,52.810115,0.186409,0.038226,0.000671,67.500139,2.17666,2.17666,0.394498
282,2008-10-09,366.0,272.902897,195.902897,0.998876,1.002251,-6.25751,-0.076844,0.704976,292.742023,83.742229,79.114994,0.785706,0.285591,12.473848,0.125138,16.476405,22.072615,4.093675,-0.779532,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.013141,0.000607,70.358781,1.230004,1.230004,0.183898
283,2008-10-10,366.0,273.888862,196.888862,0.99859,1.002826,-6.636157,-0.081473,0.70445,171.886974,83.358586,79.376285,0.785706,0.16762,7.234832,0.008433,8.31896,21.812273,2.422492,-0.393836,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.006639,0.000607,70.599469,0.727872,0.727872,0.108642
284,2008-10-11,366.0,274.875393,197.875393,0.998304,1.0034,-7.013335,-0.086081,0.703895,362.868795,82.975546,77.778462,0.785706,0.353693,15.084603,0.216101,22.834502,21.5529,4.846737,-1.091851,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.018406,0.000607,69.244402,1.456272,1.456272,0.216882
285,2008-10-12,366.0,275.862488,198.862488,0.998019,1.003974,-7.388942,-0.090667,0.703312,536.057157,82.59317,75.730796,0.785706,0.522304,22.008683,0.4864,44.323595,21.294581,6.670848,-2.145083,46.061744,2.499411,0.816609,999.915818,52.810115,0.186409,0.039986,0.000671,66.214969,2.093219,2.093219,0.375718
286,2008-10-13,366.0,276.850148,199.850148,0.997734,1.004548,-7.762875,-0.095228,0.702702,664.869344,82.211522,73.757539,0.785706,0.647653,26.96102,0.718998,67.364615,21.037403,7.709723,-3.297956,60.88443,2.488154,0.816609,1000.003891,53.355378,0.214195,0.070641,0.000771,62.396601,2.560113,2.560113,0.601205
287,2008-10-14,366.0,277.838372,200.838372,0.997449,1.005121,-8.135029,-0.099763,0.702065,471.165196,81.830667,74.955956,0.785706,0.458941,18.872713,0.378384,38.855219,20.78145,5.6964,-1.894753,56.840928,2.490928,0.816609,1000.012234,53.240943,0.20729,0.039276,0.000746,64.017735,1.867106,1.867106,0.408691
288,2008-10-15,366.0,278.827158,201.827158,0.997166,1.005693,-8.505301,-0.104271,0.701402,478.990628,81.450675,74.65304,0.785706,0.466466,18.947121,0.390839,38.972858,20.526811,5.723993,-1.906875,53.029959,2.493728,0.816609,1000.000813,53.113388,0.200345,0.038203,0.000721,64.379299,1.850528,1.850528,0.377065
289,2008-10-16,366.0,279.816507,202.816507,0.996883,1.006264,-8.873585,-0.108751,0.700713,485.088719,81.071616,73.900318,0.785706,0.472293,18.947121,0.400555,41.50602,20.27357,5.637923,-2.042045,60.88443,2.488154,0.816609,1000.003891,53.355378,0.214195,0.04374,0.000771,62.67026,1.872145,1.872145,0.434312
290,2008-10-17,366.0,280.806417,203.806417,0.996601,1.006834,-9.239776,-0.1132,0.7,638.239607,80.693564,71.833308,0.785706,0.619745,24.553786,0.665218,67.045493,20.021815,6.871659,-3.337535,74.527011,2.479993,0.816609,999.866744,53.639508,0.234502,0.078266,0.000844,58.930222,2.363028,2.363028,0.672867
291,2008-10-18,366.0,281.796886,204.796886,0.996319,1.007402,-9.603768,-0.117619,0.699262,508.576629,80.316595,72.626509,0.785706,0.493847,19.321335,0.437024,46.372312,19.771633,5.632411,-2.303949,69.715366,2.482687,0.816609,999.930536,53.55284,0.227817,0.052488,0.00082,60.25111,1.915662,1.915662,0.511291
292,2008-10-19,366.0,282.787913,205.787913,0.996039,1.007969,-9.965455,-0.122004,0.698501,610.500475,79.94079,71.51086,0.785706,0.592751,22.89936,0.614248,60.749615,19.52311,6.48056,-3.039849,67.410908,2.484044,0.816609,999.955764,53.506817,0.22444,0.068226,0.000808,59.72724,2.191512,2.191512,0.564487
293,2008-10-20,366.0,283.779497,206.779497,0.99576,1.008534,-10.324729,-0.126356,0.697718,625.45439,79.56623,71.274442,0.785706,0.607224,23.161968,0.641445,61.067081,19.276333,6.573372,-3.064697,60.88443,2.488154,0.816609,1000.003891,53.355378,0.214195,0.065644,0.000771,60.463904,2.182773,2.182773,0.50872
294,2008-10-21,366.0,284.771636,207.771636,0.995482,1.009097,-10.681482,-0.130672,0.696913,536.606723,79.193003,72.376007,0.785706,0.520901,19.616769,0.483934,43.106484,19.03139,5.868609,-2.15598,42.883546,2.502295,0.816609,999.840702,52.692082,0.179339,0.038665,0.000646,64.033042,1.811472,1.811472,0.296773
295,2008-10-22,366.0,285.764328,208.764328,0.995206,1.009658,-11.035608,-0.134951,0.696087,636.030221,78.821195,70.778216,0.785706,0.617226,22.947505,0.660418,59.925734,18.788366,6.545276,-3.025283,53.029959,2.493728,0.816609,1000.000813,53.113388,0.200345,0.06061,0.000721,61.216377,2.116044,2.116044,0.428266
296,2008-10-23,366.0,286.75757,209.75757,0.994931,1.010217,-11.386996,-0.139193,0.695242,644.420432,78.450901,70.050118,0.785706,0.625247,22.947505,0.675735,63.167669,18.547348,6.442265,-3.205497,58.832904,2.489538,0.816609,1000.010491,53.299671,0.210749,0.067555,0.000759,59.866444,2.125554,2.125554,0.473975
297,2008-10-24,366.0,287.751361,210.751361,0.994657,1.010773,-11.735539,-0.143394,0.694377,666.629023,78.082216,69.312781,0.785706,0.646696,23.428953,0.717136,67.933221,18.308423,6.469152,-3.465239,62.996953,2.486778,0.816609,999.992517,53.408313,0.217627,0.075413,0.000783,58.771558,2.161615,2.161615,0.51216
298,2008-10-25,366.0,288.745698,211.745698,0.994384,1.011327,-12.081126,-0.147555,0.693494,615.255489,77.715238,69.014883,0.785706,0.596786,21.341224,0.6218,62.019489,18.071677,5.894188,-3.173474,69.715366,2.482687,0.816609,999.930536,53.55284,0.227817,0.072297,0.00082,57.753146,2.004697,2.004697,0.519605
299,2008-10-26,366.0,289.740577,212.740577,0.994114,1.011877,-12.423647,-0.151674,0.692595,651.090206,77.350073,68.446995,0.785706,0.631478,22.288798,0.687696,66.905416,17.837194,6.091985,-3.438381,67.410908,2.484044,0.816609,999.955764,53.506817,0.22444,0.077171,0.000808,57.631163,2.060108,2.060108,0.515219
300,2008-10-27,366.0,290.735997,213.735997,0.993845,1.012425,-12.762993,-0.155749,0.691679,646.14642,76.986825,67.80689,0.785706,0.626613,21.829235,0.678351,68.180481,17.605062,5.886211,-3.520215,74.527011,2.479993,0.816609,999.866744,53.639508,0.234502,0.08255,0.000844,56.337879,2.024152,2.024152,0.55225
301,2008-10-28,366.0,291.731955,214.731955,0.993577,1.01297,-13.099053,-0.159779,0.690748,593.892853,76.625606,67.644108,0.785706,0.575894,19.800592,0.58296,61.142936,17.375363,5.367854,-3.164582,79.619631,2.477324,0.816609,999.785632,53.720344,0.241085,0.076293,0.000868,55.701583,1.865223,1.865223,0.537174
302,2008-10-29,366.0,292.728446,215.728446,0.993312,1.013511,-13.431716,-0.163763,0.689803,636.39742,76.26653,67.099933,0.785706,0.617059,20.938557,0.660099,66.603133,17.148183,5.619708,-3.461539,74.527011,2.479993,0.816609,999.866744,53.639508,0.234502,0.081174,0.000844,55.895589,1.932507,1.932507,0.52223
303,2008-10-30,366.0,293.725468,216.725468,0.993048,1.014049,-13.76087,-0.1677,0.688845,555.395601,75.909715,67.282091,0.785706,0.538466,18.032371,0.515042,54.611183,16.923605,4.933773,-2.840692,77.037385,2.478655,0.816609,999.828319,53.680558,0.237807,0.067554,0.000856,55.820723,1.705609,1.705609,0.472779
304,2008-10-31,366.0,294.723018,217.723018,0.992787,1.014584,-14.086404,-0.171588,0.687876,295.494807,75.555284,69.691185,0.785706,0.28645,9.466994,0.126203,19.845497,16.701712,2.882664,-1.022705,67.410908,2.484044,0.816609,999.955764,53.506817,0.22444,0.022954,0.000808,58.922411,0.974822,0.974822,0.23845
